race,date,cases,pop
Asian,2022-06-06,67590,297460
Black,2022-06-06,113711,392850
Hispanic,2022-06-06,103865,345640
Native,2022-06-06,19070,57046
Other,2022-06-06,66756,259618
White,2022-06-06,1031194,4353880
Asian,2022-06-07,67852,297460
Black,2022-06-07,114005,392850
Hispanic,2022-06-07,104030,345640
Native,2022-06-07,19113,57046
Other,2022-06-07,66889,259618
White,2022-06-07,1033947,4353880
Asian,2022-06-08,67933,297460
Black,2022-06-08,114104,392850
Hispanic,2022-06-08,104087,345640
Native,2022-06-08,19137,57046
Other,2022-06-08,66953,259618
White,2022-06-08,1034840,4353880
Asian,2022-06-09,68047,297460
Black,2022-06-09,114237,392850
Hispanic,2022-06-09,104164,345640
Native,2022-06-09,19161,57046
Other,2022-06-09,67014,259618
White,2022-06-09,1036074,4353880
Asian,2022-06-10,68181,297460
Black,2022-06-10,114374,392850
Hispanic,2022-06-10,104261,345640
Native,2022-06-10,19182,57046
Other,2022-06-10,67093,259618
White,2022-06-10,1037448,4353880
Asian,2022-06-13,68280,297460
Black,2022-06-13,114493,392850
Hispanic,2022-06-13,104321,345640
Native,2022-06-13,19195,57046
Other,2022-06-13,67154,259618
White,2022-06-13,1038507,4353880
Asian,2022-06-14,68568,297460
Black,2022-06-14,114754,392850
Hispanic,2022-06-14,104512,345640
Native,2022-06-14,19238,57046
Other,2022-06-14,67285,259618
White,2022-06-14,1041054,4353880
Asian,2022-06-15,68647,297460
Black,2022-06-15,114842,392850
Hispanic,2022-06-15,104577,345640
Native,2022-06-15,19259,57046
Other,2022-06-15,67331,259618
White,2022-06-15,1041929,4353880
Asian,2022-06-16,68739,297460
Black,2022-06-16,114939,392850
Hispanic,2022-06-16,104658,345640
Native,2022-06-16,19286,57046
Other,2022-06-16,67373,259618
White,2022-06-16,1043040,4353880
Asian,2022-06-17,68863,297460
Black,2022-06-17,115075,392850
Hispanic,2022-06-17,104747,345640
Native,2022-06-17,19315,57046
Other,2022-06-17,67431,259618
White,2022-06-17,1044344,4353880
Asian,2022-06-21,68946,297460
Black,2022-06-21,115203,392850
Hispanic,2022-06-21,104792,345640
Native,2022-06-21,19336,57046
Other,2022-06-21,67486,259618
White,2022-06-21,1045370,4353880
Asian,2022-06-22,69047,297460
Black,2022-06-22,115318,392850
Hispanic,2022-06-22,104857,345640
Native,2022-06-22,19348,57046
Other,2022-06-22,67543,259618
White,2022-06-22,1046445,4353880
